what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1479237008124
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textEnd",1479237013141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479237019842
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1479237033807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479237036442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479237037905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479237042337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479237045020
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1479237048755
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479237050287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479237058404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479237215110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479237230027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479237310928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479237313666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479237317719
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479237318545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479237734560
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479237734810
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1479237735333
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1479237735334
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1479237735336
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1479237735337
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1479237735338
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1479237735340
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1479237735341
